,price,location,baths,bedrooms,Total_Area
4787,98.0,Ghauri Town,5,4,1633.506
4788,300.0,G-11,6,5,2178.008
4789,200.0,Bahria Town,2,4,2722.51
4790,122.0,H-13,4,10,1361.255
4791,230.0,DHA Defence,6,5,2722.51
4792,198.0,I-10,2,3,1633.506
4793,395.0,Naval Anchorage,6,6,5445.0
4795,350.0,Naval Anchorage,10,7,5445.0
4796,975.0,D-12,10,9,65340.0
4797,54.0,H-13,4,2,1089.004
4798,360.0,G-11,6,6,1905.757
4799,158.0,H-13,6,5,1905.757
4800,240.0,I-9,6,4,1633.506
4801,380.0,G-13,7,7,38659.642
4802,775.0,F-10,6,6,5445.0
4803,51.0,Lehtarar Road,3,4,1089.004
4804,105.0,Ghauri Town,4,4,1361.255
4807,135.0,Naval Anchorage,5,4,1361.255
4808,550.0,DHA Defence,6,5,5445.0
4810,600.0,G-7,5,5,59895.0
4811,370.0,G-6,5,5,29130.857
4812,73.5,DHA Defence,3,3,2178.008
4813,40.0,DHA Defence,2,2,1361.255
4814,35.5,DHA Defence,2,2,1361.255
4815,28.5,DHA Defence,2,2,1361.255
4816,59.0,DHA Defence,3,3,2178.008
4817,58.0,DHA Defence,2,2,2178.008
4818,60.0,DHA Defence,2,2,2178.008
4819,180.0,Soan Garden,7,7,3267.012
4821,285.0,DHA Defence,7,5,2722.51
4822,32.0,Islamabad Highway,3,2,1089.004
4823,1300.0,F-10,10,10,130680.0
4824,1000.0,F-7,10,9,70785.0
4825,70.0,Ghauri Town,3,4,1361.255
4826,33.0,DHA Defence,3,2,1361.255
4827,145.0,Soan Garden,6,7,2722.51
4828,1150.0,F-10,6,6,10890.0
4829,130.0,Soan Garden,5,4,1633.506
4830,140.0,Soan Garden,5,5,18240.817
4832,160.0,Bahria Town,3,3,1361.255
4833,900.0,F-8,6,6,5445.0
4834,145.0,G-13,4,4,1089.004
4835,150.0,Bahria Town,4,4,1361.255
4836,150.0,Bahria Town,3,3,1361.255
4838,925.0,I-8,8,8,5445.0
4839,65.0,Bhara kahu,6,4,1361.255
4840,120.0,Bahria Town,5,5,1905.757
4841,67.0,Thanda Pani,4,5,1633.506
4842,350.0,E-11,5,4,2178.008
4843,60.0,Ghauri Town,4,4,15246.056
4845,575.0,E-11,6,7,5445.0
4846,3600.0,F-8,4,5,206910.0
4847,640.0,F-11,6,6,5445.0
4848,145.0,F-17,6,5,2178.008
4849,365.0,G-13,8,7,29675.359
4850,155.0,I-9,4,4,18240.817
4851,145.0,I-9,3,3,15246.056
4852,235.0,I-9,4,4,2178.008
4853,110.0,FECHS,5,4,2178.008
4854,240.0,G-11,6,5,1633.506
4857,230.0,G-11,5,4,1361.255
4859,270.0,G-13,5,5,2178.008
4860,110.0,Kuri,5,5,1361.255
4862,140.0,Bahria Town,4,3,1361.255
4863,19.0,Burma Town,2,2,816.7529999999999
4865,360.0,G-11,6,6,1905.757
4866,400.0,DHA Defence,6,6,5445.0
4867,700.0,G-14,10,11,70785.0
4870,500.0,G-10,6,7,2178.008
4871,165.0,I-10,4,5,1361.255
4872,700.0,F-6,6,5,4356.016
4873,58.0,DHA Defence,3,3,2178.008
4874,32.0,Thanda Pani,2,2,816.7529999999999
4875,70.0,DHA Defence,3,3,2178.008
4877,140.0,G-13,5,4,1089.004
4879,1200.0,F-8,7,6,98010.0
4880,950.0,F-7,6,5,5445.0
4881,80.0,Raja Akhtar Road,4,4,1905.757
4883,175.0,I-10,4,4,15246.056
4884,265.0,I-10,7,6,2178.008
4885,295.0,DHA Defence,6,5,2722.51
4886,330.0,Bahria Town,7,6,5445.0
4887,130.0,FECHS,6,5,2178.008
4888,130.0,I-10,4,4,1089.004
4889,190.0,I-10,5,5,1633.506
4890,170.0,I-10,5,5,1633.506
4894,145.0,I-10,4,4,1633.506
4895,445.0,DHA Defence,7,6,5445.0
4896,142.0,Bahria Town,6,4,1905.757
4897,450.0,DHA Defence,6,9,5445.0
4898,155.0,I-10,3,5,1361.255
4899,350.0,DHA Defence,6,6,81675.0
4900,165.0,Soan Garden,7,6,2722.51
4901,470.0,G-9,5,6,38659.642
4903,215.0,I-10,7,5,13884.801
4904,175.0,I-10,5,5,15246.056
4905,165.0,F-17,5,6,2178.008
4906,136.0,I-10,3,3,15246.056
4907,155.0,I-10,3,3,15246.056
4908,210.0,I-10,4,5,18240.817
4909,170.0,I-10,4,4,18240.817
4910,145.0,I-10,3,3,18240.817
4911,160.0,DHA Defence,4,4,2722.51
4913,800.0,F-10,5,5,70785.0
4914,145.0,CBR Town,6,5,1905.757
4916,950.0,F-10,5,5,5445.0
4917,410.0,G-9,5,5,38659.642
4923,365.0,E-11,6,6,23958.088
4924,170.0,Faisal Town - F-18,6,6,1905.757
4925,525.0,E-11,6,5,38931.893
4926,33.0,DHA Defence,2,2,1361.255
4927,43.0,Thanda Pani,3,3,1361.255
4928,425.0,G-9,4,4,38659.642
4929,238.0,Bahria Town,5,4,2722.51
4930,450.0,G-15,8,8,5445.0
4934,86.0,Ghauri Town,4,4,1361.255
4937,190.0,D-12,4,4,1089.004
4938,400.0,E-11,6,5,3267.012
4939,325.0,DHA Defence,6,5,2722.51
4940,600.0,E-11,6,7,5445.0
4941,25.0,DHA Defence,2,2,1361.255
4942,205.0,PWD Housing Scheme,7,5,3811.514
4943,150.0,Soan Garden,4,3,3267.012
4945,350.0,E-11,6,4,1905.757
4946,63.0,E-14,3,3,14973.804999999998
4947,100.0,Khanna Pul,5,4,18240.817
4948,750.0,G-14,10,10,70785.0
4949,98.0,Ghauri Town,4,4,1361.255
4950,45.0,Ali Pur,2,3,1089.004
4951,175.0,D-12,4,3,1089.004
4952,190.0,D-12,4,3,1089.004
4953,60.0,Ghauri Town,3,2,1361.255
4955,230.0,Bahria Town,5,4,2722.51
4956,160.0,CBR Town,7,5,1905.757
4958,39.0,Bhara kahu,4,4,816.7529999999999
4959,380.0,DHA Defence,5,4,5445.0
4960,70.0,H-13,2,2,1361.255
4961,90.0,Ghauri Town,4,4,1361.255
4962,150.0,Bahria Town,3,3,1361.255
4963,37.0,Ghauri Town,2,2,6806.275
4964,150.0,Bahria Town,3,3,1633.506
4965,180.0,National Police Foundation O-9,4,4,2722.51
4966,250.0,Bahria Town,6,5,2722.51
4967,700.0,F-6,6,6,53088.94499999999
4968,450.0,F-15,9,6,5445.0
4970,195.0,DHA Defence,4,3,2994.7609999999995
4971,122.0,Soan Garden,5,5,1633.506
4972,52.0,Ali Pur,3,5,1633.506
4973,140.0,D-12,10,2,11979.043999999998
4974,100.0,I-14,2,2,1361.255
4975,3500.0,F-7,6,6,114345.0
4976,315.0,National Police Foundation O-9,10,9,5445.0
4978,400.0,DHA Defence,10,6,5445.0
4979,500.0,DHA Defence,8,5,5445.0
4980,300.0,Bahria Town,6,5,2722.51
4981,550.0,Bani Gala,8,7,16335.0
4982,500.0,G-11,6,6,38659.642
4983,520.0,DHA Defence,7,6,5445.0
4984,50.0,Bhara kahu,1,2,1361.255
4985,325.0,Bahria Town,7,6,3539.263
4986,175.0,FECHS,4,3,3267.012
4989,270.0,Bhara kahu,4,4,5445.0
4990,600.0,DHA Defence,6,5,87120.0
4991,47.0,Khanna Pul,3,5,1089.004
4992,135.0,FECHS,6,5,1905.757
4993,34.0,DHA Defence,2,2,1361.255
4994,325.0,G-8,4,3,2450.259
4995,325.0,B-17,7,7,5445.0
4996,110.0,Ghauri Town,4,4,1361.255
4997,400.0,Bani Gala,7,7,16335.0
4998,115.0,Pakistan Town,5,4,1361.255
5000,500.0,I-8,6,6,3267.012
5001,675.0,I-8,6,6,3267.012
5002,260.0,CBR Town,6,6,3267.012
5003,500.0,I-8,6,6,2722.51
5004,750.0,I-8,6,7,3267.012
5005,550.0,I-8,6,7,3267.012
5006,245.0,CBR Town,6,6,38659.642
5007,145.0,CBR Town,6,5,2178.008
5008,150.0,CBR Town,6,5,1905.757
5009,165.0,G-13,5,3,11979.043999999998
5010,240.0,CBR Town,7,6,3811.514
5011,160.0,CBR Town,6,5,1905.757
5012,290.0,I-10,6,5,25319.343
5013,425.0,DHA Defence,6,6,5445.0
5014,145.0,CBR Town,4,5,1905.757
5015,150.0,CBR Town,6,4,1905.757
5016,850.0,F-6,10,9,59895.0
5018,600.0,Bahria Town,5,5,5445.0
5019,150.0,CBR Town,4,4,2178.008
5020,450.0,G-9,6,6,38659.642
5021,350.0,G-10,6,6,29675.359
5022,255.0,E-11,5,4,18240.817
5023,550.0,E-11,6,6,4356.016
5024,1800.0,F-7,9,9,70785.0
5025,1400.0,F-7,5,5,59895.0
5028,90.0,Alipur Farash,6,6,1361.255
5030,290.0,G-10,5,5,2722.51
5031,400.0,Naval Anchorage,6,6,5445.0
5033,58.0,DHA Defence,4,3,2178.008
5034,240.0,DHA Defence,4,4,2722.51
5036,1100.0,F-8,5,5,70785.0
5037,3500.0,F-6,6,5,190575.0
5038,3400.0,F-6,5,5,174240.0
5039,420.0,E-11,6,5,2722.51
5040,95.0,Ghauri Town,5,4,1361.255
5041,130.0,Bahria Town,4,3,1361.255
5042,230.0,G-13,7,7,1089.004
5043,240.0,G-11,4,4,2178.008
5044,68.0,H-13,3,3,1361.255
5045,395.0,DHA Defence,6,6,5445.0
5046,140.0,G-11,3,5,1089.004
5047,325.0,G-8,4,3,2450.259
5048,710.0,F-11,6,5,5445.0
5049,120.0,Ghauri Town,4,4,1633.506
5051,175.0,Emaar Canyon Views,4,3,38931.893
5052,500.0,I-8,7,7,33759.124
5053,650.0,I-8,7,7,38659.642
5054,55.0,Ghauri Town,3,2,1361.255
5055,450.0,G-10,5,5,38659.642
5056,35.0,DHA Defence,2,2,1361.255
5057,725.0,I-8,6,6,5445.0
5058,27.0,DHA Defence,2,2,1361.255
5059,23.0,DHA Defence,2,2,1361.255
5060,35.5,DHA Defence,2,2,1361.255
5061,1450.0,F-10,8,8,10890.0
5062,1100.0,F-10,9,8,114345.0
5063,950.0,F-10,6,5,5445.0
5064,85.0,Bhara kahu,3,4,26408.347
5065,85.0,Bhara kahu,3,4,2178.008
5066,2000.0,G-6,5,5,179685.0
5067,2000.0,G-6,5,5,16335.0
5068,1300.0,F-6,5,5,87120.0
5069,1400.0,F-8,5,5,103455.0
5070,1100.0,F-8,5,5,5445.0
5071,900.0,F-8,5,5,5445.0
5072,1400.0,F-8,5,5,119790.0
5073,1100.0,F-8,5,5,70785.0
5074,62.0,Garden Town,3,3,1089.004
5075,1950.0,F-7,10,9,70785.0
5076,158.0,G-13,5,4,11979.043999999998
5077,455.0,DHA Defence,7,6,5445.0
5080,1000.0,F-11,9,9,70785.0
5084,535.0,DHA Defence,6,6,5445.0
5085,82.0,H-13,7,4,1633.506
5086,725.0,I-8,6,6,65340.0
5087,65.0,Royal City,3,3,1361.255
5088,475.0,DHA Defence,9,8,5445.0
5089,170.0,River Garden,9,8,1905.757
5090,75.0,Chatha Bakhtawar,4,4,1361.255
5091,58.0,Bani Gala,2,2,1633.506
5092,45.0,Bani Gala,3,3,1905.757
5093,65.0,Bani Gala,3,3,1361.255
5094,55.0,Chatha Bakhtawar,2,2,1361.255
5095,71.0,Ghauri Town,2,3,1361.255
5096,130.0,Pakistan Town,3,3,3267.012
5099,75.0,Ghauri Town,4,4,1633.506
5100,270.0,G-13,7,4,19329.821
5101,130.0,B-17,5,4,2178.008
5102,190.0,G-15,6,6,1905.757
5103,75.0,Ghauri Town,3,2,1361.255
5105,190.0,G-11,4,4,15246.056
5106,800.0,F-6,6,6,4356.016
5107,80.0,Chatha Bakhtawar,5,4,1361.255
5108,57.0,H-13,3,2,1361.255
5109,150.0,Ghauri Town,5,4,1905.757
5110,160.0,DHA Defence,5,4,2722.51
5111,255.0,CBR Town,6,6,38659.642
5112,150.0,CBR Town,6,5,2178.008
5113,150.0,CBR Town,6,5,2178.008
5114,140.0,CBR Town,5,4,2178.008
5115,250.0,CBR Town,8,7,38659.642
5116,105.0,Soan Garden,2,2,2722.51
5117,750.0,F-10,5,5,5445.0
5119,355.0,G-13,6,6,29675.359
5120,910.0,F-11,7,6,5445.0
5121,157.0,G-13,5,4,11979.043999999998
5122,162.0,G-13,5,4,11979.043999999998
5123,175.0,I-10,4,4,15246.056
5124,90.0,Ghauri Town,4,4,1361.255
5125,90.0,Ghauri Town,4,4,1361.255
5127,350.0,Korang Town,7,6,5445.0
5128,155.0,FECHS,7,5,26136.096
5129,255.0,D-17,6,6,3811.514
5130,1298.0,F-10,8,8,70785.0
5131,74.5,DHA Defence,3,3,2178.008
5132,200.0,H-15,5,9,2722.51
5133,235.0,Zaraj Housing Scheme,5,4,3267.012
5134,28.5,DHA Defence,2,2,1361.255
5135,38.0,DHA Defence,2,2,1361.255
5136,450.0,Bahria Town,5,5,65340.0
5137,470.0,I-8,6,6,3267.012
5138,75.0,DHA Defence,3,3,2178.008
5139,165.0,I-9,4,4,1089.004
5140,245.0,I-9,3,3,2450.259
5141,625.0,F-6,4,4,4356.016
5142,210.0,DHA Defence,4,3,2994.7609999999995
5143,370.0,Bahria Town,8,6,130680.0
5144,250.0,Bahria Town,8,5,119790.0
5145,500.0,Chatha Bakhtawar,4,4,5445.0
5146,210.0,G-10,5,5,1633.506
5147,190.0,Zaraj Housing Scheme,6,5,3267.012
5148,182.0,D-12,5,3,11979.043999999998
5149,450.0,E-11,9,9,2722.51
5150,85.0,H-13,6,6,1361.255
5151,475.0,Bahria Town,8,5,179685.0
5152,235.0,Zaraj Housing Scheme,5,4,33759.124
5153,1450.0,F-10,10,10,114345.0
5155,46.0,Ghauri Town,2,3,816.7529999999999
5156,260.0,CBR Town,7,6,3811.514
5157,145.0,CBR Town,7,5,1905.757
5158,250.0,CBR Town,8,7,3811.514
5159,169.0,Faisal Town - F-18,6,5,1905.757
5160,155.0,F-17,6,5,18240.817
5161,97.0,Airport Avenue Housing Society,5,4,1633.506
5162,165.0,I-10,4,5,15246.056
5163,165.0,I-10,4,4,15246.056
5164,140.0,I-10,3,4,15246.056
5165,110.0,Bhara kahu,3,4,2722.51
5166,600.0,Chatha Bakhtawar,8,6,5445.0
5167,38.5,DHA Defence,5,2,1361.255
5168,60.0,DHA Defence,3,3,2178.008
5169,150.0,Soan Garden,6,4,2722.51
5170,135.0,Soan Garden,6,6,1633.506
5171,127.0,PWD Housing Scheme,3,2,2722.51
5172,250.0,CBR Town,8,7,3811.514
5173,350.0,G-13,5,5,2178.008
5174,370.0,G-11,5,5,2178.008
5175,250.0,G-11,5,5,2178.008
5176,230.0,G-11,4,4,1361.255
5177,230.0,G-11,4,4,1361.255
5178,170.0,Soan Garden,6,5,2722.51
5179,158.0,Soan Garden,7,6,2722.51
5180,140.0,Soan Garden,5,4,2178.008
5181,120.0,Soan Garden,5,5,1633.506
5182,75.0,Soan Garden,2,2,1633.506
5183,85.0,Soan Garden,2,2,1633.506
5184,165.0,Soan Garden,7,6,2722.51
5185,365.0,E-11,4,4,2178.008
5186,680.0,F-10,5,5,59895.0
5187,145.0,Soan Garden,6,5,2178.008
5188,135.0,Soan Garden,5,5,1905.757
5189,145.0,CBR Town,6,5,2178.008
5190,145.0,CBR Town,6,5,2178.008
5191,145.0,CBR Town,6,5,2178.008
5192,150.0,CBR Town,6,5,2178.008
5193,325.0,DHA Defence,8,6,2994.7609999999995
5194,145.0,CBR Town,6,5,2178.008
5197,78.0,DHA Defence,3,3,2178.008
5198,260.0,CBR Town,7,6,3267.012
5199,285.0,DHA Defence,6,5,2722.51
5201,850.0,F-8,4,4,5445.0
5202,300.0,D-17,7,5,5445.0
5203,2000.0,F-7,10,10,10890.0
5204,590.0,F-10,5,5,5445.0
5205,800.0,I-8,10,10,59895.0
5206,500.0,I-8,10,10,33759.124
5207,410.0,G-15,8,6,65340.0
5208,1350.0,F-10,6,10,10890.0
5209,450.0,E-11,6,6,2450.259
5210,465.0,DHA Defence,6,6,5445.0
5211,485.0,DHA Defence,7,6,5445.0
5212,590.0,I-8,6,6,3539.263
5213,750.0,F-6,6,5,48460.67799999999
5214,45.0,Burma Town,2,2,11979.043999999998
5216,1900.0,F-8,6,9,70785.0
5217,130.0,Margalla Town,4,2,1089.004
5218,165.0,Margalla Town,5,5,1361.255
5219,615.0,I-8,8,7,38659.642
5221,1500.0,F-7,6,6,5445.0
5222,360.0,G-11,6,6,1905.757
5224,122.0,Soan Garden,5,4,1633.506
5225,3000.0,F-7,10,9,10890.0
5226,115.0,Soan Garden,3,3,1633.506
5227,145.0,Soan Garden,5,5,1905.757
5228,85.0,Ghauri Town,6,5,1361.255
5229,140.0,Soan Garden,5,4,1905.757
5230,125.0,Naval Anchorage,5,4,1361.255
5231,180.0,G-13,4,4,1089.004
5232,250.0,Bani Gala,6,5,59895.0
5233,230.0,G-11,4,3,14429.302999999998
5234,230.0,G-11,4,3,14429.302999999998
5235,105.0,G-10,2,3,1089.004
5236,65.0,Bhara kahu,5,6,1361.255
5238,80.0,Soan Garden,4,4,1361.255
5239,170.0,Tarnol,9,9,2722.51
5240,230.0,DHA Defence,6,5,2722.51
5241,230.0,DHA Defence,6,5,2722.51
5242,135.0,D-12,2,2,11979.043999999998
5243,300.0,G-13,6,5,2178.008
5244,1300.0,F-8,6,5,59895.0
5245,140.0,Bahria Town,4,3,1361.255
5246,80.0,Chatha Bakhtawar,4,4,1361.255
5247,1400.0,I-8,10,11,65340.0
5248,1325.0,F-8,5,5,59895.0
5249,95.0,PWD Housing Scheme,4,4,1361.255
5250,125.0,PWD Housing Scheme,5,5,2722.51
5251,135.0,PWD Housing Scheme,5,5,2722.51
5252,350.0,Naval Anchorage,8,6,5445.0
5255,250.0,Zaraj Housing Scheme,8,7,3267.012
5256,75.0,Lehtarar Road,8,8,1361.255
5257,350.0,E-11,7,7,3267.012
5258,225.0,D-12,6,5,1361.255
5259,96.0,I-10,2,4,1089.004
5260,200.0,I-10,3,4,1633.506
5262,325.0,E-11,6,5,2178.008
5264,170.0,D-12,4,4,11979.043999999998
5265,475.0,E-11,6,6,33759.124
5266,330.0,E-11,5,5,2178.008
5267,175.0,D-12,4,4,11979.043999999998
5268,46.0,Ghauri Town,2,3,816.7529999999999
5270,450.0,F-11,4,4,2722.51
5271,600.0,Green Avenue,6,6,5445.0
5274,125.0,Korang Town,5,5,1633.506
5275,135.0,I-14,4,4,1361.255
5276,145.0,G-14,5,3,11979.043999999998
5278,625.0,E-11,8,6,5445.0
5279,95.0,Ghauri Town,4,3,1361.255
5280,375.0,Bahria Town,8,6,125235.0
5281,775.0,F-8,4,4,59895.0
5282,85.0,E-18,2,3,2722.51
5283,85.0,Royal City,2,3,1633.506
5284,75.0,DHA Defence,3,3,32125.618
5285,265.0,G-13,7,5,2178.008
5286,250.0,Chatha Bakhtawar,10,9,32942.371
5287,280.0,DHA Defence,6,5,2722.51
5288,105.0,Ghauri Town,5,4,1361.255
5289,250.0,PWD Housing Scheme,7,7,59895.0
5290,525.0,G-9,7,7,3811.514
5291,145.0,Ghauri Town,6,6,1361.255
5292,390.0,I-8,4,4,3267.012
5293,435.0,DHA Defence,6,5,5445.0
5294,55.0,Ghauri Town,3,2,1361.255
5295,160.0,G-13,5,4,11979.043999999998
5296,126.0,PWD Housing Scheme,3,2,2722.51
5297,700.0,F-10,6,6,59895.0
5298,180.0,Gulberg,6,5,1905.757
5299,38.0,Tarlai,1,4,1089.004
5300,240.0,DHA Defence,7,6,2178.008
5301,150.0,Bhara kahu,4,4,30764.363
5302,1200.0,F-11,9,9,5445.0
5303,148.0,Bahria Town,4,4,1361.255
5304,32.0,DHA Defence,2,2,1361.255
5305,40.0,E-14,3,3,1361.255
5306,115.0,PWD Housing Scheme,3,2,2722.51
5307,67.0,I-14,2,3,1361.255
5308,2400.0,F-8,10,11,10890.0
5309,600.0,F-10,4,4,5445.0
5310,110.0,Park Road,5,4,15246.056
5311,130.0,H-13,6,6,1361.255
5312,850.0,F-10,6,6,5445.0
5313,92.0,I-14,7,7,1089.004
5314,857.0,F-11,8,8,70785.0
5315,45.0,Marwa Town,3,3,1361.255
5316,565.0,Bahria Town,5,5,5445.0
5317,465.0,I-8,6,6,3267.012
5318,330.0,G-13,6,4,2178.008
5319,150.0,PWD Housing Scheme,5,5,25319.343
5320,50.0,Bani Gala,3,2,1361.255
5321,280.0,G-10,9,6,15246.056
5322,450.0,F-6,8,5,141570.0
5323,340.0,E-11,6,5,2178.008
5324,240.0,G-10,6,5,15246.056
5325,310.0,National Police Foundation O-9,6,8,5445.0
5326,165.0,G-11,3,4,12251.294999999998
5328,75.0,Fateh Jang Road,3,3,1361.255
5329,230.0,G-11,3,3,23685.837
5330,625.0,DHA Defence,7,6,5445.0
5331,1900.0,F-7,8,8,81675.0
5332,1000.0,F-8,6,5,5445.0
5333,155.0,D-12,4,5,11979.043999999998
5334,1200.0,F-8,4,4,70785.0
5335,2400.0,F-8,6,5,21780.0
5336,100.0,E-18,4,4,2178.008
5337,75.0,Khanna Pul,4,4,1361.255
5338,80.0,Meherban Colony,2,2,1361.255
5339,525.0,Bahria Town,8,6,190575.0
5340,375.0,Bahria Town,8,6,125235.0
5341,82.0,I-12,4,4,1361.255
5342,1000.0,F-10,6,4,70785.0
5343,425.0,G-13,6,6,29675.359
5344,250.0,Bani Gala,6,5,65340.0
5345,200.0,G-9,4,5,15246.056
5346,320.0,G-13,6,5,2178.008
5347,225.0,CBR Town,7,6,3539.263
5348,1800.0,F-6,5,5,92565.0
5349,620.0,I-8,6,6,38659.642
5350,310.0,DHA Defence,7,7,2994.7609999999995
5351,45.0,Taramrri,3,2,1361.255
5352,800.0,F-10,5,4,59895.0
5353,750.0,F-10,5,4,5445.0
5354,750.0,F-10,5,4,5445.0
5355,750.0,F-10,5,4,5445.0
5356,750.0,F-10,5,4,5445.0
5357,1400.0,F-10,7,6,10890.0
5358,950.0,F-10,6,5,5445.0
5359,950.0,F-10,6,5,5445.0
5360,950.0,F-10,6,5,5445.0
5361,850.0,F-10,7,6,70785.0
5362,850.0,F-10,7,6,70785.0
5363,850.0,F-10,7,6,70785.0
5364,750.0,F-10,5,4,5445.0
5365,650.0,F-10,6,5,5445.0
5366,138.0,Soan Garden,5,5,1633.506
5367,138.0,Soan Garden,5,5,1633.506
5368,160.0,CBR Town,7,5,1905.757
5369,160.0,CBR Town,7,5,1905.757
5370,260.0,G-9,3,3,1905.757
5371,120.0,Soan Garden,6,5,1633.506
5372,700.0,F-10,6,6,59895.0
5373,375.0,Bahria Town,7,6,81675.0
5374,325.0,DHA Defence,6,6,2722.51
5375,470.0,Bahria Town,7,7,70785.0
5376,470.0,I-8,6,6,2994.7609999999995
5377,90.0,H-13,3,3,1361.255
5378,80.0,Chatha Bakhtawar,6,4,1361.255
5379,115.0,Pakistan Town,4,4,1361.255
5380,650.0,F-6,4,4,48460.67799999999
5381,1300.0,F-7,4,4,98010.0
5382,1400.0,F-7,8,8,70785.0
5383,1200.0,F-7,6,6,70785.0
5385,210.0,G-14,4,4,2178.008
5386,85.0,Tarnol,4,4,1361.255
5387,150.0,Tarnol,4,4,70785.0
5388,145.0,Soan Garden,5,5,2178.008
5389,34.0,Arsalan Town,3,3,816.7529999999999
5390,42.0,Kahuta Road,3,2,1361.255
5391,155.0,CBR Town,6,5,1905.757
5392,65.0,Alipur Farash,3,3,1633.506
5393,60.0,Ghauri Town,4,3,1361.255
5394,110.0,B-17,4,4,1361.255
5395,245.0,G-11,5,5,15246.056
5396,150.0,Soan Garden,6,5,1905.757
5397,138.0,Soan Garden,6,5,1633.506
5398,138.0,Soan Garden,6,5,1633.506
5399,320.0,Ghauri Town,7,7,5445.0
5400,98.0,Bhara kahu,6,5,2722.51
5401,150.0,Bahria Town,3,3,15790.558
5402,125.0,Ghauri Town,3,2,1361.255
5403,205.0,G-9,4,5,18240.817
5404,165.0,Soan Garden,8,6,2722.51
5405,198.0,G-9,4,5,15246.056
5406,165.0,Soan Garden,8,6,2722.51
5407,220.0,G-9,4,4,18240.817
5408,240.0,G-9,4,4,18240.817
5410,142.0,PWD Housing Scheme,6,5,2722.51
5412,275.0,I-9,5,5,25319.343
5413,145.0,Bahria Town,5,4,1361.255
5414,195.0,DHA Defence,3,3,2994.7609999999995
5415,35.0,Gulshan-e-Khudadad,2,2,816.7529999999999
5416,145.0,Soan Garden,6,5,2178.008
5417,140.0,Soan Garden,6,5,1905.757
5418,130.0,Soan Garden,4,3,2722.51
5419,95.0,Bani Gala,3,2,1361.255
5420,85.0,Bahria Town,8,6,141570.0
5421,380.0,Bahria Town,8,6,141570.0
5423,155.0,Pakistan Town,5,4,17151.813
5424,68.0,H-13,3,3,1361.255
5425,35.0,Islamabad Highway,2,2,816.7529999999999
5426,300.0,G-15,7,7,38659.642
5427,106.0,National Police Foundation,4,3,1361.255
5428,165.0,D-12,3,4,1089.004
5430,400.0,Kashmir Highway,6,5,2722.51
5431,85.0,H-13,6,5,24230.339
5432,280.0,G-13,6,5,2178.008
5435,265.0,G-11,4,5,1905.757
5436,97.0,PWD Housing Scheme,4,4,1361.255
5437,190.0,PWD Housing Scheme,8,8,3267.012
5438,107.0,Pakistan Town,4,4,1361.255
5440,400.0,DHA Defence,5,6,4356.016
5442,100.0,Soan Garden,5,4,1905.757
5443,65.0,Soan Garden,2,2,1361.255
5444,175.0,G-13,4,4,1089.004
5445,240.0,CBR Town,6,6,38931.893
5446,185.0,Faisal Town - F-18,6,6,1905.757
5447,1350.0,F-8,5,5,98010.0
5448,1400.0,F-8,4,4,10890.0
5449,750.0,F-6,3,3,53088.94499999999
5450,850.0,F-8,4,4,5445.0
5451,900.0,G-6,3,3,65340.0
5452,1400.0,G-6,4,4,16335.0
5453,108.0,Korang Town,4,4,1633.506
5454,180.0,G-11,4,4,1361.255
5455,165.0,G-11,3,4,1361.255
5456,500.0,DHA Defence,9,7,5445.0
5457,1250.0,F-11,6,10,10890.0
5458,94.0,B-17,3,3,1361.255
5459,35.0,DHA Defence,2,2,1361.255
5460,450.0,G-13,5,5,3811.514
5461,150.0,G-11,3,5,1089.004
5462,375.0,G-11,5,5,1905.757
5463,1500.0,F-10,7,5,136125.0
5464,1300.0,F-7,9,8,5445.0
5465,120.0,Soan Garden,5,5,1633.506
5466,170.0,Soan Garden,6,5,2722.51
5467,165.0,Soan Garden,7,6,2722.51
5468,375.0,DHA Defence,7,6,5445.0
5469,188.0,G-15,4,4,2178.008
5471,76.0,DHA Defence,3,3,2178.008
5473,110.0,I-10,3,3,11979.043999999998
5475,450.0,F-11,5,5,2722.51
5476,275.0,Naval Anchorage,8,6,38659.642
5478,465.0,G-13,6,6,38659.642
5479,475.0,DHA Defence,7,6,5445.0
5480,140.0,Soan Garden,5,4,2178.008
5481,380.0,DHA Defence,6,6,5445.0
5489,300.0,G-11,5,5,2178.008
5491,100.0,Pakistan Town,5,4,1361.255
5492,2300.0,F-7,10,11,43560.0
5493,380.0,F-11,4,4,2178.008
5494,85.0,Ghauri Town,6,4,1361.255
5495,88.0,Ghauri Town,4,4,1361.255
5496,135.0,FECHS,5,5,1905.757
5497,110.0,Ghauri Town,5,5,1361.255
5498,145.0,FECHS,5,4,1905.757
5499,142.0,Ghauri Town,5,5,1905.757
5500,74.0,Ghauri Town,3,2,1361.255
5501,450.0,F-11,4,4,2722.51
5502,135.0,G-13,3,3,1089.004
5503,325.0,Bahria Town,5,5,2722.51
5504,145.0,I-10,4,4,1633.506
5509,900.0,F-8,4,4,5445.0
5510,250.0,CBR Town,6,6,38659.642
5511,145.0,CBR Town,5,5,2178.008
5512,145.0,CBR Town,6,5,2178.008
5513,145.0,CBR Town,6,5,2178.008
5514,145.0,CBR Town,6,5,2178.008
5515,145.0,CBR Town,6,5,2178.008
5516,140.0,CBR Town,6,5,2178.008
5517,145.0,CBR Town,6,5,2178.008
5518,1000.0,F-6,6,6,48460.67799999999
