,price,location,baths,bedrooms,Total_Area
10628,170.0,G-13,4,5,1089.004
10630,650.0,I-8,7,7,38659.642
10631,660.0,I-8,3,3,65340.0
10633,600.0,I-8,7,6,38659.642
10634,550.0,I-8,6,6,33759.124
10635,625.0,I-8,6,6,38659.642
10636,950.0,F-10,6,5,70785.0
10640,1200.0,F-8,6,5,65340.0
10641,230.0,G-13,5,5,1905.757
10642,32.0,Jhangi Syedan,2,2,816.7529999999999
10643,425.0,Bahria Town,6,5,5445.0
10644,280.0,Bahria Town,5,4,2722.51
10645,425.0,Bahria Town,6,5,5445.0
10646,425.0,Bahria Town,6,5,5445.0
10647,425.0,Bahria Town,6,5,5445.0
10648,425.0,Bahria Town,6,5,5445.0
10649,425.0,Bahria Town,6,5,5445.0
10650,425.0,Bahria Town,6,5,5445.0
10651,425.0,Bahria Town,6,5,5445.0
10652,425.0,Bahria Town,6,5,5445.0
10653,425.0,Bahria Town,6,5,5445.0
10654,425.0,Bahria Town,6,5,5445.0
10655,425.0,Bahria Town,6,5,5445.0
10656,425.0,Bahria Town,6,5,5445.0
10657,425.0,Bahria Town,6,5,5445.0
10658,425.0,Bahria Town,6,5,5445.0
10659,425.0,Bahria Town,6,5,5445.0
10660,425.0,Bahria Town,6,5,5445.0
10661,425.0,Bahria Town,6,5,5445.0
10662,425.0,Bahria Town,6,5,5445.0
10663,280.0,Bahria Town,5,4,2722.51
10664,280.0,Bahria Town,5,4,2722.51
10665,280.0,Bahria Town,5,4,2722.51
10666,280.0,Bahria Town,5,4,2722.51
10667,280.0,Bahria Town,5,4,2722.51
10668,280.0,Bahria Town,5,4,2722.51
10669,280.0,Bahria Town,5,4,2722.51
10670,280.0,Bahria Town,5,4,2722.51
10671,280.0,Bahria Town,5,4,2722.51
10672,280.0,Bahria Town,5,4,2722.51
10673,280.0,Bahria Town,5,4,2722.51
10674,280.0,Bahria Town,5,4,2722.51
10675,280.0,Bahria Town,5,4,2722.51
10676,280.0,Bahria Town,5,4,2722.51
10677,280.0,Bahria Town,5,4,2722.51
10678,280.0,Bahria Town,5,4,2722.51
10679,280.0,Bahria Town,5,4,2722.51
10680,280.0,Bahria Town,5,4,2722.51
10681,280.0,Bahria Town,5,4,2722.51
10682,280.0,Bahria Town,5,4,2722.51
10683,280.0,Bahria Town,5,4,2722.51
10684,280.0,Bahria Town,5,4,2722.51
10685,280.0,Bahria Town,5,4,2722.51
10686,280.0,Bahria Town,5,4,2722.51
10687,140.0,Bahria Town,3,3,1361.255
10688,140.0,Bahria Town,3,3,1361.255
10689,140.0,Bahria Town,3,3,1361.255
10690,140.0,Bahria Town,3,3,1361.255
10691,140.0,Bahria Town,3,3,1361.255
10692,140.0,Bahria Town,3,3,1361.255
10693,140.0,Bahria Town,3,3,1361.255
10694,140.0,Bahria Town,3,3,1361.255
10695,140.0,Bahria Town,3,3,1361.255
10696,140.0,Bahria Town,3,3,1361.255
10697,140.0,Bahria Town,3,3,1361.255
10698,140.0,Bahria Town,3,3,1361.255
10699,140.0,Bahria Town,3,3,1361.255
10705,240.0,I-10,4,4,1361.255
10706,225.0,I-10,6,6,1089.004
10707,175.0,I-10,4,4,1633.506
10708,160.0,I-10,6,6,1089.004
10709,390.0,G-15,6,6,5445.0
10711,400.0,G-15,6,6,5445.0
10712,180.0,G-15,4,4,1905.757
10714,300.0,G-15,6,6,3811.514
10715,315.0,G-15,4,4,3811.514
10716,180.0,G-15,4,4,1905.757
10717,180.0,G-15,4,4,1905.757
10718,185.0,G-15,4,4,1905.757
10719,310.0,G-15,4,4,3811.514
10720,305.0,G-15,4,4,3811.514
10723,280.0,National Police Foundation O-9,6,6,5445.0
10724,315.0,G-15,6,6,3267.012
10725,850.0,F-7,8,7,70785.0
10726,325.0,G-15,6,6,3267.012
10729,260.0,G-15,6,6,3267.012
10730,85.0,Bahria Town,8,6,103455.0
10731,300.0,G-15,6,6,3267.012
10732,325.0,G-15,6,6,3267.012
10743,300.0,G-15,6,6,3267.012
10744,250.0,Bahria Town,8,6,125235.0
10745,170.0,G-15,4,4,1905.757
10746,50.0,Koral Chowk,3,5,816.7529999999999
10747,37.0,Koral Chowk,2,2,816.7529999999999
10752,165.0,CBR Town,6,5,1905.757
10753,185.0,DHA Defence,5,3,2994.7609999999995
10754,365.0,G-9,4,5,38659.642
10755,385.0,G-9,6,7,29675.359
10756,250.0,G-9,2,3,18240.817
10757,255.0,G-9,4,4,15246.056
10758,500.0,G-9,4,4,38659.642
10759,325.0,G-9,4,4,18240.817
10761,325.0,G-9,4,4,29675.359
10762,450.0,I-8,3,3,3267.012
10763,450.0,F-15,5,6,65340.0
10764,375.0,Bahria Town,8,5,14973.804999999998
10772,475.0,DHA Defence,7,6,5445.0
10774,95.0,B-17,4,4,1361.255
10775,100.0,B-17,4,3,1361.255
10776,330.0,DHA Defence,7,6,5445.0
10778,450.0,Bahria Town,8,6,141570.0
10779,470.0,DHA Defence,6,5,5445.0
10780,445.0,DHA Defence,6,6,5445.0
10781,470.0,DHA Defence,6,5,5445.0
10783,155.0,Soan Garden,6,6,27497.351
10784,290.0,Bahria Town,5,5,2722.51
10785,150.0,Faisal Town - F-18,4,4,1905.757
10786,150.0,Faisal Town - F-18,4,4,1905.757
10787,480.0,DHA Defence,6,5,5445.0
10788,95.0,F-11,2,2,15246.056
10789,53.0,Sohan Valley,3,3,1361.255
10802,550.0,DHA Defence,5,5,5445.0
10803,500.0,Bahria Town,8,6,147015.0
10836,545.0,DHA Defence,7,6,5445.0
10837,225.0,F-17,9,9,3267.012
10838,310.0,Bahria Town,6,5,2994.7609999999995
10839,23.0,DHA Defence,2,2,1361.255
10840,625.0,E-11,10,11,5445.0
10841,70.0,DHA Defence,4,3,2178.008
10842,285.0,G-13,7,6,2178.008
10843,775.0,F-11,9,9,70785.0
10844,144.0,G-13,5,4,11979.043999999998
10845,450.0,G-13,6,6,38659.642
10846,790.0,I-8,6,6,65340.0
10847,460.0,G-13,6,6,38659.642
10848,425.0,G-13,6,6,29675.359
10849,610.0,G-13,6,6,5445.0
10850,1400.0,I-8,9,9,5445.0
10851,695.0,DHA Defence,7,7,5445.0
10852,700.0,I-8,9,9,3267.012
10853,285.0,G-13,6,5,2178.008
10854,265.0,G-13,6,5,2178.008
10855,670.0,I-8,6,10,38659.642
10856,275.0,G-13,6,5,29675.359
10857,185.0,DHA Defence,4,5,1361.255
10858,67.5,Ghauri Town,4,4,1089.004
10859,185.0,G-15,6,5,2178.008
10861,170.0,G-13,5,4,1089.004
10862,210.0,FECHS,6,6,3267.012
10863,65.0,Ghauri Town,2,3,816.7529999999999
10864,180.0,DHA Defence,5,5,1361.255
10865,500.0,DHA Defence,6,6,5445.0
10866,155.0,G-13,4,4,11979.043999999998
10867,170.0,G-13,5,4,11979.043999999998
10868,350.0,G-13,7,6,29675.359
10869,147.0,G-13,4,4,11979.043999999998
10870,29.5,DHA Defence,2,2,1361.255
10871,275.0,G-13,6,5,294030.0
10872,495.0,DHA Defence,7,6,5445.0
10873,245.0,G-13,5,5,2178.008
10874,60.0,I-13,3,3,1361.255
10875,61.0,DHA Defence,4,3,2178.008
10876,50.0,Marwa Town,3,2,1361.255
10877,230.0,G-14,5,5,2178.008
10878,36.0,DHA Defence,2,2,1361.255
10879,350.0,G-13,6,6,29675.359
10880,380.0,DHA Defence,7,6,81675.0
10881,30.0,DHA Defence,2,2,1361.255
10882,90.0,DHA Defence,3,3,2178.008
10883,325.0,I-9,7,6,2178.008
10884,44.0,DHA Defence,4,3,2178.008
10885,370.0,DHA Defence,7,6,5445.0
10886,95.0,H-13,6,4,1361.255
10887,23.0,DHA Defence,2,2,1361.255
10888,210.0,B-17,6,5,2722.51
10889,210.0,G-8,2,3,15246.056
10890,260.0,G-11,4,4,15246.056
10891,165.0,G-13,5,4,11979.043999999998
10893,310.0,G-13,6,5,2178.008
10894,130.0,F-11,10,10,11979.043999999998
10895,355.0,G-13,5,6,29675.359
10896,49.0,DHA Defence,4,4,2178.008
10897,170.0,D-12,3,3,1089.004
